SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
1071BB,2018-03-01,2018-03-31,2790,"372,39",30,,35,
1071BB,2018-04-01,2018-04-30,2740,"352,85",29,,35,
1071BB,2018-05-01,2018-05-31,2965,"381,80",30,,35,
1071BB,2018-06-01,2018-06-30,2899,"373,40",29,,35,
1071BB,2018-07-01,2018-07-31,2984,"383,75",30,,35,
1071BB,2018-08-01,2018-08-31,3029,"389,45",30,,35,
1071BB,2018-09-01,2018-09-30,1708,"224,13",29,,35,
1071BB,2018-10-01,2018-10-31,1516,"199,65",30,,35,
1071BB,2018-11-01,2018-11-30,1459,"192,40",29,,35,
1071BB,2018-12-01,2018-12-31,1504,"198,07",30,,35,
1071BB,2019-01-01,2019-01-31,1555,"195,68",30,,35,
1071BB,2019-02-01,2019-02-28,1425,"180,18",27,,35,
1071BB,2019-03-01,2019-03-31,1573,"198,03",30,,35,
1071BB,2019-04-01,2019-04-30,1533,"193,23",29,,35,
1071BB,2019-05-01,2019-05-31,1590,"199,91",30,,35,
1071BB,2019-06-01,2019-06-30,1590,"200,72",29,,35,
1071BB,2019-07-01,2019-07-31,1634,"205,75",30,,35,
1071BB,2019-08-01,2019-08-31,1664,"209,54",30,,35,
1071BB,2019-09-01,2019-09-30,1575,"198,45",29,,35,
1071BB,2019-10-01,2019-10-31,1620,"203,63",30,,35,
1071BB,2019-11-01,2019-11-30,1556,"195,82",29,,35,
1071BB,2019-12-01,2019-12-31,1605,"201,70",30,,35,
1071BB,2020-01-01,2020-01-31,1605,"231,74",30,,35,
1071BB,2020-02-01,2020-02-29,1500,"217,24",28,,35,
1071BB,2020-03-01,2020-03-31,1613,"233,24",30,,35,
1071BB,2020-04-01,2020-04-30,1566,"225,98",29,,35,
1071BB,2020-05-01,2020-05-31,2023,"289,12",30,,35,
1071BB,2020-06-01,2020-06-30,2335,"333,04",29,,35,
1071BB,2020-07-01,2020-07-31,2548,"362,98",30,,35,
1071BB,2020-08-01,2020-08-31,2556,"363,65",30,,35,
1071BB,2020-09-01,2020-09-30,2437,"346,94",29,,35,
1071BB,2020-10-01,2020-10-31,2493,"354,08",30,,35,
1071BB,2020-11-01,2020-11-30,2373,"329,31",29,,35,
1984BB,2018-01-01,2018-12-31,10264,"1 544,86",364,,2,
1984BB,2019-01-01,2019-12-31,29347,"3 816,19",364,,2,
1983BB,2018-01-01,2018-12-31,19735,"2 751,26",364,,24,
1983BB,2019-01-01,2019-01-31,1606,"218,32",30,,24,
1983BB,2019-02-01,2019-02-28,1451,"185,98",27,,24,
1983BB,2019-03-01,2019-03-31,1621,"206,76",30,,24,
1983BB,2019-04-01,2019-04-30,1564,"199,61",29,,24,
1983BB,2019-05-01,2019-05-31,1623,"206,57",30,,24,
1983BB,2019-06-01,2019-06-30,1644,"210,36",29,,24,
1983BB,2019-07-01,2019-07-31,1659,"211,55",30,,24,
1983BB,2019-08-01,2019-08-31,1683,"214,82",30,,24,
1983BB,2019-09-01,2019-09-30,1587,"202,47",29,,24,
1983BB,2019-10-01,2019-10-31,1672,"211,71",30,,24,
1983BB,2019-11-01,2019-11-30,1569,"200,05",29,,24,
1983BB,2019-12-01,2019-12-31,1612,"205,14",30,,24,
1983BB,2020-01-01,2020-01-31,1613,"235,80",30,,24,
1983BB,2020-02-01,2020-02-29,1514,"222,06",28,,24,
1983BB,2020-03-01,2020-03-31,1725,"251,22",30,,24,
1983BB,2020-04-01,2020-04-30,2210,"317,38",29,,24,
1983BB,2020-05-01,2020-05-31,2413,"346,47",30,,24,
1983BB,2020-06-01,2020-06-30,2512,"361,68",29,,24,
1983BB,2020-07-01,2020-07-31,2655,"380,66",30,,24,
1983BB,2020-08-01,2020-08-31,2702,"386,28",30,,24,
1983BB,2020-09-01,2020-09-30,2588,"370,31",29,,24,
1983BB,2020-10-01,2020-10-31,2632,"375,39",30,,24,
1983BB,2020-11-01,2020-11-30,2514,"347,97",29,,24,
1982BB,2018-01-01,2018-01-31,1009,"147,52",30,,35,
1982BB,2018-02-01,2018-02-28,932,"137,62",27,,35,
1982BB,2018-03-01,2018-03-31,1014,"148,12",30,,35,
1982BB,2018-04-01,2018-04-30,1007,"132,68",29,,35,
1982BB,2018-05-01,2018-05-31,1066,"140,40",30,,35,
1982BB,2018-06-01,2018-06-30,1073,"140,64",29,,35,
1982BB,2018-07-01,2018-07-31,1123,"147,83",30,,35,
1982BB,2018-08-01,2018-08-31,1110,"146,25",30,,35,
1982BB,2018-09-01,2018-09-30,869,"115,94",29,,35,
1982BB,2018-10-01,2018-10-31,892,"118,67",30,,35,
1982BB,2018-11-01,2018-11-30,862,"114,89",29,,35,
1982BB,2018-12-01,2018-12-31,2092,"270,75",30,,35,
1982BB,2019-01-01,2019-01-31,2313,"284,33",30,,35,
1982BB,2019-02-01,2019-02-28,2091,"257,99",27,,35,
1982BB,2019-03-01,2019-03-31,2307,"283,95",30,,35,
1982BB,2019-04-01,2019-04-30,2229,"274,82",29,,35,
1982BB,2019-05-01,2019-05-31,2301,"282,89",30,,35,
1982BB,2019-06-01,2019-06-30,1874,"232,49",29,,35,
1982BB,2019-07-01,2019-07-31,1910,"236,12",30,,35,
1982BB,2019-08-01,2019-08-31,1912,"236,74",30,,35,
1982BB,2019-09-01,2019-09-30,1816,"224,93",29,,35,
1982BB,2019-10-01,2019-10-31,1874,"231,82",30,,35,
1982BB,2019-11-01,2019-11-30,1795,"222,28",29,,35,
1982BB,2019-12-01,2019-12-31,1846,"228,31",30,,35,
1982BB,2020-01-01,2020-01-31,1849,"263,30",30,,35,
1982BB,2020-02-01,2020-02-29,1733,"247,37",28,,35,
1982BB,2020-03-01,2020-03-31,1863,"265,34",30,,35,
1982BB,2020-04-01,2020-04-30,1817,"258,20",29,,35,
1982BB,2020-05-01,2020-05-31,1882,"267,13",30,,35,
1982BB,2020-06-01,2020-06-30,1849,"262,79",29,,35,
1982BB,2020-07-01,2020-07-31,1918,"272,57",30,,35,
1982BB,2020-08-01,2020-08-31,1928,"274,04",30,,35,
1982BB,2020-09-01,2020-09-30,1836,"261,12",29,,35,
1982BB,2020-10-01,2020-10-31,1871,"265,78",30,,35,
1982BB,2020-11-01,2020-11-30,1754,"242,90",29,,35,
1981BB,2018-01-01,2018-12-31,26163,"3 551,14",364,,21,
1981BB,2019-01-01,2019-04-30,9873,"1 282,32",119,,21,
1981BB,2019-05-01,2019-05-31,2475,"321,05",30,,21,
1981BB,2019-06-01,2019-06-30,2617,"324,50",29,,21,
1981BB,2019-07-01,2019-07-31,2831,"350,04",30,,21,
1981BB,2019-08-01,2019-08-31,2848,"352,19",30,,21,
1981BB,2019-09-01,2019-09-30,2737,"338,78",29,,21,
1981BB,2019-10-01,2019-10-31,2852,"352,69",30,,21,
1981BB,2019-11-01,2019-11-30,2757,"342,02",29,,21,
1981BB,2019-12-01,2019-12-31,2824,"349,65",30,,21,
1981BB,2020-01-01,2020-01-31,2813,"400,83",30,,21,
1981BB,2020-02-01,2020-02-29,2582,"370,92",28,,21,
1981BB,2020-03-01,2020-03-31,2697,"388,40",30,,21,
1981BB,2020-04-01,2020-04-30,2593,"372,01",29,,21,
1981BB,2020-05-01,2020-05-31,2679,"384,03",30,,21,
1981BB,2020-06-01,2020-06-30,2636,"378,30",29,,21,
1981BB,2020-07-01,2020-07-31,2757,"393,81",30,,21,
1981BB,2020-08-01,2020-08-31,2812,"400,65",30,,21,
1981BB,2020-09-01,2020-09-30,2707,"386,26",29,,21,
1981BB,2020-10-01,2020-10-31,2793,"398,29",30,,21,
1981BB,2020-11-01,2020-11-30,2683,"371,33",29,,21,
1979BB,2018-01-01,2018-12-31,14757,"2 124,14",364,,24,
1979BB,2019-01-01,2019-01-31,1145,"162,61",30,,24,
1979BB,2019-02-01,2019-02-28,1047,"136,96",27,,24,
1979BB,2019-03-01,2019-03-31,1198,"155,38",30,,24,
1979BB,2019-04-01,2019-04-30,1225,"158,87",29,,24,
1979BB,2019-05-01,2019-05-31,1163,"151,48",30,,24,
1979BB,2019-06-01,2019-06-30,971,"128,59",29,,24,
1979BB,2019-07-01,2019-07-31,1128,"147,39",30,,24,
1979BB,2019-08-01,2019-08-31,1637,"208,22",30,,24,
1979BB,2019-09-01,2019-09-30,2329,"290,87",29,,24,
1979BB,2019-10-01,2019-10-31,2447,"304,80",30,,24,
1979BB,2019-11-01,2019-11-30,2348,"292,90",29,,24,
1979BB,2019-12-01,2019-12-31,2411,"300,36",30,,24,
1979BB,2020-01-01,2020-01-31,2409,"345,33",30,,24,
1979BB,2020-02-01,2020-02-29,2264,"325,29",28,,24,
1979BB,2020-03-01,2020-03-31,2411,"347,51",30,,24,
1979BB,2020-04-01,2020-04-30,2425,"349,70",29,,24,
1979BB,2020-05-01,2020-05-31,2507,"360,88",30,,24,
1979BB,2020-06-01,2020-06-30,2453,"353,44",29,,24,
1979BB,2020-07-01,2020-07-31,2597,"372,58",30,,24,
1979BB,2020-08-01,2020-08-31,2643,"378,05",30,,24,
1979BB,2020-09-01,2020-09-30,2517,"360,15",29,,24,
1979BB,2020-10-01,2020-10-31,2579,"368,25",30,,24,
1979BB,2020-11-01,2020-11-30,2466,"341,22",29,,24,
1987KO,2018-01-01,2018-05-31,10074,"1 309,08",150,,31,
1987KO,2018-06-01,2018-06-30,2031,"263,90",29,,31,
1987KO,2018-07-01,2018-07-31,2101,"272,48",30,,31,
1987KO,2018-08-01,2018-08-31,2116,"264,09",30,,31,
1987KO,2018-09-01,2018-09-30,2020,"254,11",29,,31,
1987KO,2018-10-01,2018-10-31,2079,"261,27",30,,31,
1987KO,2018-11-01,2018-11-30,2004,"252,17",29,,31,
1987KO,2018-12-01,2018-12-31,2059,"258,84",30,,31,
1987KO,2019-01-01,2019-01-31,2070,"285,70",30,,31,
1987KO,2019-02-01,2019-02-28,1871,"259,11",27,,31,
1987KO,2019-03-01,2019-03-31,2076,"286,50",30,,31,
1987KO,2019-04-01,2019-04-30,2011,"277,82",29,,31,
1987KO,2019-05-01,2019-05-31,2087,"287,97",30,,31,
1987KO,2019-06-01,2019-06-30,2065,"285,03",29,,31,
1987KO,2019-07-01,2019-07-31,2110,"291,05",30,,31,
1987KO,2019-08-01,2019-08-31,2119,"292,25",30,,31,
1987KO,2019-09-01,2019-09-30,2032,"280,63",29,,31,
1987KO,2019-10-01,2019-10-31,2106,"290,51",30,,31,
1987KO,2019-11-01,2019-11-30,2028,"280,09",29,,31,
1987KO,2019-12-01,2019-12-31,2085,"287,71",30,,31,
1987KO,2020-01-01,2020-01-31,2086,"286,55",30,,31,
1987KO,2020-02-01,2020-02-29,1959,"269,73",28,,31,
1987KO,2020-03-01,2020-03-31,2084,"286,29",30,,31,
1987KO,2020-04-01,2020-04-30,2289,"313,44",29,,31,
1987KO,2020-05-01,2020-05-31,2491,"340,20",30,,31,
1987KO,2020-06-01,2020-06-30,2568,"350,40",29,,31,
1987KO,2020-07-01,2020-07-31,2730,"371,86",30,,31,
1987KO,2020-08-01,2020-08-31,2772,"377,43",30,,31,
1987KO,2020-09-01,2020-09-30,2670,"363,92",29,,31,
1987KO,2020-10-01,2020-10-31,2738,"372,92",30,,31,
1987KO,2020-11-01,2020-11-30,2604,"344,96",29,,31,
1014KO,2018-01-01,2018-01-31,2340,"263,35",30,,35,
1014KO,2018-02-01,2018-02-28,2118,"242,31",27,,35,
1014KO,2018-03-01,2018-03-31,2333,"262,66",30,,35,
1014KO,2018-04-01,2018-04-30,2272,"256,93",29,,35,
1014KO,2018-05-01,2018-05-31,2388,"267,90",30,,35,
1014KO,2018-06-01,2018-06-30,2343,"263,65",29,,35,
1014KO,2018-07-01,2018-07-31,2588,"287,04",30,,35,
1014KO,2018-08-01,2018-08-31,2682,"296,04",30,,35,
1014KO,2018-09-01,2018-09-30,2424,"273,43",29,,35,
1014KO,2018-10-01,2018-10-31,2407,"271,74",30,,35,
1014KO,2018-11-01,2018-11-30,2267,"258,38",29,,35,
1014KO,2018-12-01,2018-12-31,2323,"263,76",30,,35,
1014KO,2019-01-01,2019-01-31,2321,"292,84",30,,35,
1014KO,2019-02-01,2019-02-28,2106,"269,57",27,,35,
1014KO,2019-03-01,2019-03-31,2328,"293,52",30,,35,
1014KO,2019-04-01,2019-04-30,2266,"286,89",29,,35,
1014KO,2019-05-01,2019-05-31,2360,"297,00",30,,35,
1014KO,2019-06-01,2019-06-30,2460,"307,80",29,,35,
1014KO,2019-07-01,2019-07-31,2503,"312,52",30,,35,
1014KO,2019-08-01,2019-08-31,2607,"323,76",30,,35,
1014KO,2019-09-01,2019-09-30,2384,"299,59",29,,35,
1014KO,2019-10-01,2019-10-31,2411,"302,51",30,,35,
1014KO,2019-11-01,2019-11-30,2310,"291,61",29,,35,
1014KO,2019-12-01,2019-12-31,2364,"297,45",30,,35,
1014KO,2020-01-01,2020-01-31,2351,"288,87",30,,35,
1014KO,2020-02-01,2020-02-29,2204,"273,50",28,,35,
1014KO,2020-03-01,2020-03-31,2447,"298,84",30,,35,
1014KO,2020-04-01,2020-04-30,2720,"327,21",29,,35,
1014KO,2020-05-01,2020-05-31,2832,"338,90",30,,35,
1014KO,2020-06-01,2020-06-30,2942,"359,81",29,,35,
1014KO,2020-07-01,2020-07-31,3094,"366,19",30,,35,
1014KO,2020-08-01,2020-08-31,3162,"373,23",30,,35,
1014KO,2020-09-01,2020-09-30,3037,"366,53",29,,35,
1014KO,2020-10-01,2020-10-31,3044,"361,00",30,,35,
1014KO,2020-11-01,2020-11-30,2917,"303,75",29,,35,
1016KO,2018-01-01,2018-01-31,2289,"283,59",30,,35,
1016KO,2018-02-01,2018-02-28,2080,"258,41",27,,35,
1016KO,2018-03-01,2018-03-31,2292,"283,95",30,,35,
1016KO,2018-04-01,2018-04-30,2217,"274,91",29,,35,
1016KO,2018-05-01,2018-05-31,2301,"285,03",30,,35,
1016KO,2018-06-01,2018-06-30,2234,"276,96",29,,35,
1016KO,2018-07-01,2018-07-31,2310,"286,28",30,,35,
1016KO,2018-08-01,2018-08-31,2335,"289,29",30,,35,
1016KO,2018-09-01,2018-09-30,2219,"277,06",29,,35,
1016KO,2018-10-01,2018-10-31,2508,"312,12",30,,35,
1016KO,2018-11-01,2018-11-30,2673,"332,14",29,,35,
1016KO,2018-12-01,2018-12-31,2758,"342,46",30,,35,
1016KO,2019-01-01,2019-01-31,2762,"376,94",30,,35,
1016KO,2019-02-01,2019-02-28,2483,"339,67",27,,35,
1016KO,2019-03-01,2019-03-31,2748,"375,07",30,,35,
1016KO,2019-04-01,2019-04-30,2671,"364,79",29,,35,
1016KO,2019-05-01,2019-05-31,2682,"366,26",30,,35,
1016KO,2019-06-01,2019-06-30,2475,"338,60",29,,35,
1016KO,2019-07-01,2019-07-31,2532,"346,21",30,,35,
1016KO,2019-08-01,2019-08-31,2535,"346,61",30,,35,
1016KO,2019-09-01,2019-09-30,2433,"332,99",29,,35,
1016KO,2019-10-01,2019-10-31,2512,"343,54",30,,35,
1016KO,2019-11-01,2019-11-30,2420,"331,25",29,,35,
1016KO,2019-12-01,2019-12-31,2490,"340,60",30,,35,
1016KO,2020-01-01,2020-01-31,2505,"340,70",30,,35,
1016KO,2020-02-01,2020-02-29,2398,"326,52",28,,35,
1016KO,2020-03-01,2020-03-31,2584,"351,16",30,,35,
1016KO,2020-04-01,2020-04-30,2597,"352,88",29,,35,
1016KO,2020-05-01,2020-05-31,2675,"363,22",30,,35,
1016KO,2020-06-01,2020-06-30,2601,"353,41",29,,35,
1016KO,2020-07-01,2020-07-31,2729,"370,37",30,,35,
1016KO,2020-08-01,2020-08-31,2742,"372,09",30,,35,
1016KO,2020-09-01,2020-09-30,2656,"360,70",29,,35,
1016KO,2020-10-01,2020-10-31,2738,"371,56",30,,35,
1016KO,2020-11-01,2020-11-30,2627,"348,01",29,,35,
1252BR,2018-01-01,2018-01-31,1850,"206,20",30,,35,
1252BR,2018-02-01,2018-02-28,1676,"187,61",27,,35,
1252BR,2018-03-01,2018-03-31,1859,"207,10",30,,35,
1252BR,2018-04-01,2018-04-30,1874,"208,38",29,,35,
1252BR,2018-05-01,2018-05-31,2035,"224,95",30,,35,
1252BR,2018-06-01,2018-06-30,2003,"221,15",29,,35,
1252BR,2018-07-01,2018-07-31,2102,"231,50",30,,35,
1252BR,2018-08-01,2018-08-31,2153,"236,69",30,,35,
1252BR,2018-09-01,2018-09-30,1926,"215,06",29,,35,
1252BR,2018-10-01,2018-10-31,1888,"211,62",30,,35,
1252BR,2018-11-01,2018-11-30,1804,"202,61",29,,35,
1252BR,2018-12-01,2018-12-31,1852,"207,76",30,,35,
1252BR,2019-01-01,2019-01-31,1854,"203,10",30,,35,
1252BR,2019-02-01,2019-02-28,1684,"185,26",27,,35,
1252BR,2019-03-01,2019-03-31,1871,"204,99",30,,35,
1252BR,2019-04-01,2019-04-30,1850,"202,62",29,,35,
1252BR,2019-05-01,2019-05-31,1902,"208,11",30,,35,
1252BR,2019-06-01,2019-06-30,2062,"223,26",29,,35,
1252BR,2019-07-01,2019-07-31,2102,"227,87",30,,35,
1252BR,2019-08-01,2019-08-31,2105,"228,13",30,,35,
1252BR,2019-09-01,2019-09-30,1892,"206,88",29,,35,
1252BR,2019-10-01,2019-10-31,1890,"206,92",30,,35,
1252BR,2019-11-01,2019-11-30,1804,"197,95",29,,35,
1252BR,2019-12-01,2019-12-31,1859,"203,71",30,,35,
1252BR,2020-01-01,2020-01-31,1862,"242,17",30,,35,
1252BR,2020-02-01,2020-02-29,1750,"228,08",28,,35,
1252BR,2020-03-01,2020-03-31,1888,"244,18",30,,35,
1252BR,2020-04-01,2020-04-30,1879,"242,89",29,,35,
1252BR,2020-05-01,2020-05-31,1940,"250,49",30,,35,
1252BR,2020-06-01,2020-06-30,1978,"254,71",29,,35,
1252BR,2020-07-01,2020-07-31,2167,"278,63",30,,35,
1252BR,2020-08-01,2020-08-31,2167,"278,50",30,,35,
1252BR,2020-09-01,2020-09-30,1905,"245,86",29,,35,
1252BR,2020-10-01,2020-10-31,2208,"278,48",30,,35,
1252BR,2020-11-01,2020-11-30,2334,"292,63",29,,35,
1253BR,2018-01-01,2018-01-31,2417,"249,22",30,,35,
1253BR,2018-02-01,2018-02-28,2180,"228,37",27,,35,
1253BR,2018-03-01,2018-03-31,2423,"249,75",30,,35,
1253BR,2018-04-01,2018-04-30,2466,"252,99",29,,35,
1253BR,2018-05-01,2018-05-31,2715,"276,03",30,,35,
1253BR,2018-06-01,2018-06-30,2694,"271,14",29,,35,
1253BR,2018-07-01,2018-07-31,2826,"282,56",30,,35,
1253BR,2018-08-01,2018-08-31,2866,"285,91",30,,35,
1253BR,2018-09-01,2018-09-30,2600,"265,91",29,,35,
1253BR,2018-10-01,2018-10-31,2578,"264,89",30,,35,
1253BR,2018-11-01,2018-11-30,2391,"248,86",29,,35,
1253BR,2018-12-01,2018-12-31,2420,"251,52",30,,35,
1253BR,2019-01-01,2019-01-31,2409,"245,30",30,,35,
1253BR,2019-02-01,2019-02-28,2200,"227,18",27,,35,
1253BR,2019-03-01,2019-03-31,2479,"251,13",30,,35,
1253BR,2019-04-01,2019-04-30,2474,"250,25",29,,35,
1253BR,2019-05-01,2019-05-31,2572,"258,62",30,,35,
1253BR,2019-06-01,2019-06-30,2788,"275,00",29,,35,
1253BR,2019-07-01,2019-07-31,2838,"279,88",30,,35,
1253BR,2019-08-01,2019-08-31,2744,"272,65",30,,35,
1253BR,2019-09-01,2019-09-30,2480,"250,90",29,,35,
1253BR,2019-10-01,2019-10-31,2487,"251,83",30,,35,
1253BR,2019-11-01,2019-11-30,2373,"242,10",29,,35,
1253BR,2019-12-01,2019-12-31,2446,"248,35",30,,35,
1253BR,2020-01-01,2020-01-31,2430,"295,86",30,,35,
1253BR,2020-02-01,2020-02-29,2213,"268,46",28,,35,
1253BR,2020-03-01,2020-03-31,2314,"277,61",30,,35,
1253BR,2020-04-01,2020-04-30,2090,"254,40",29,,35,
1253BR,2020-05-01,2020-05-31,2137,"259,31",30,,35,
1253BR,2020-06-01,2020-06-30,2097,"255,15",29,,35,
1253BR,2020-07-01,2020-07-31,2244,"270,61",30,,35,
1253BR,2020-08-01,2020-08-31,2209,"266,97",30,,35,
1253BR,2020-09-01,2020-09-30,2076,"253,03",29,,35,
1253BR,2020-10-01,2020-10-31,2066,"251,91",30,,35,
1253BR,2020-11-01,2020-11-30,1951,"239,94",29,,35,
1044BB,2018-01-01,2018-01-31,2175,"232,43",30,,35,
1044BB,2018-02-01,2018-02-28,1969,"215,06",27,,35,
1044BB,2018-03-01,2018-03-31,2176,"232,54",30,,35,
1044BB,2018-04-01,2018-04-30,2205,"259,72",29,,35,
1044BB,2018-05-01,2018-05-31,2438,"255,32",30,,35,
1044BB,2018-06-01,2018-06-30,2380,"250,42",29,,35,
1044BB,2018-07-01,2018-07-31,2521,"262,71",30,,35,
1044BB,2018-08-01,2018-08-31,2668,"275,52",30,,35,
1044BB,2018-09-01,2018-09-30,2244,"240,55",29,,35,
1044BB,2018-10-01,2018-10-31,2217,"237,97",30,,35,
1044BB,2018-11-01,2018-11-30,2119,"229,56",29,,35,
1044BB,2018-12-01,2018-12-31,2177,"234,47",30,,35,
1044BB,2019-01-01,2019-01-31,2179,"232,09",30,,35,
1044BB,2019-02-01,2019-02-28,1967,"214,81",27,,35,
1044BB,2019-03-01,2019-03-31,2178,"232,05",30,,35,
1044BB,2019-04-01,2019-04-30,2137,"228,76",29,,35,
1044BB,2019-05-01,2019-05-31,2209,"234,63",30,,35,
1044BB,2019-06-01,2019-06-30,2580,"266,03",29,,35,
1044BB,2019-07-01,2019-07-31,2676,"272,90",30,,35,
1044BB,2019-08-01,2019-08-31,2762,"279,84",30,,35,
1044BB,2019-09-01,2019-09-30,3600,"347,07",29,,35,
1044BB,2019-10-01,2019-10-31,3815,"396,74",30,,35,
1044BB,2019-11-01,2019-11-30,3923,"403,13",29,,35,
1044BB,2019-12-01,2019-12-31,3009,"303,85",30,,35,
1044BB,2020-01-01,2020-01-31,2852,"352,73",30,,35,
1044BB,2020-02-01,2020-02-29,2829,"350,77",28,,35,
1044BB,2020-03-01,2020-03-31,3169,"386,38",30,,35,
1044BB,2020-04-01,2020-04-30,2781,"345,03",29,,35,
1044BB,2020-05-01,2020-05-31,2800,"347,28",30,,35,
1044BB,2020-06-01,2020-06-30,2783,"345,52",29,,35,
1044BB,2020-07-01,2020-07-31,2989,"366,61",30,,35,
1044BB,2020-08-01,2020-08-31,3071,"374,92",30,,35,
1044BB,2020-09-01,2020-09-30,2841,"350,59",29,,35,
1044BB,2020-10-01,2020-10-31,2849,"351,57",30,,35,
1044BB,2020-11-01,2020-11-30,2712,"277,73",29,,35,
1073BB,2018-01-01,2018-12-31,6748,"674,80",364,,2,
1073BB,2019-01-01,2019-12-31,6794,"910,40",364,,2,
1074BB,2018-01-01,2018-12-31,20423,"2 177,12",364,,2,
1074BB,2019-01-01,2019-12-31,21015,"2 503,94",364,,2,
1050BB,2018-01-01,2018-12-31,12131,"1 352,61",364,,2,
1050BB,2019-01-01,2019-12-31,12337,"1 658,96",364,,2,
1990BR,2018-01-01,2018-03-31,6242,"0,00",89,,10,
1990BR,2018-04-01,2018-06-30,6357,"0,00",90,,10,
1990BR,2018-07-01,2018-09-30,6515,"0,00",91,,10,
1990BR,2018-10-01,2018-12-31,7107,"0,00",91,,10,
1990BR,2019-01-01,2019-03-31,7328,"0,00",89,,10,
1990BR,2019-04-01,2019-06-30,7269,"0,00",90,,10,
1990BR,2019-07-01,2019-09-30,7590,"0,00",91,,10,
1990BR,2020-01-01,2020-03-31,7099,"0,00",90,,10,
1990BR,2020-04-01,2020-06-30,7606,"0,00",90,,10,
1990BR,2020-07-01,2020-09-30,8067,"0,00",91,,10,
1072BB,2018-01-01,2018-01-31,1735,"225,91",30,,35,
1072BB,2018-02-01,2018-02-28,1596,"208,64",27,,35,
1072BB,2018-03-01,2018-03-31,1757,"229,03",30,,35,
1072BB,2018-04-01,2018-04-30,1692,"221,07",29,,35,
1072BB,2018-05-01,2018-05-31,1753,"228,80",30,,35,
1072BB,2018-06-01,2018-06-30,1705,"222,79",29,,35,
1072BB,2018-07-01,2018-07-31,1762,"230,04",30,,35,
1072BB,2018-08-01,2018-08-31,1778,"232,29",30,,35,
1072BB,2018-09-01,2018-09-30,1696,"223,05",29,,35,
1072BB,2018-10-01,2018-10-31,1744,"228,94",30,,35,
1072BB,2018-11-01,2018-11-30,1680,"220,86",29,,35,
1072BB,2018-12-01,2018-12-31,1731,"227,21",30,,35,
1072BB,2019-01-01,2019-01-31,1739,"218,13",30,,35,
1072BB,2019-02-01,2019-02-28,1565,"197,33",27,,35,
1072BB,2019-03-01,2019-03-31,1728,"216,91",30,,35,
1072BB,2019-04-01,2019-04-30,1678,"210,95",29,,35,
1072BB,2019-05-01,2019-05-31,1739,"218,07",30,,35,
1072BB,2019-06-01,2019-06-30,1723,"216,80",29,,35,
1072BB,2019-07-01,2019-07-31,1775,"222,84",30,,35,
1072BB,2019-08-01,2019-08-31,1779,"223,34",30,,35,
1072BB,2019-09-01,2019-09-30,1737,"217,85",29,,35,
1072BB,2019-10-01,2019-10-31,1819,"227,61",30,,35,
1072BB,2019-11-01,2019-11-30,1744,"218,57",29,,35,
1072BB,2019-12-01,2019-12-31,1785,"223,52",30,,35,
1072BB,2020-01-01,2020-01-31,1777,"271,63",30,,35,
1072BB,2020-02-01,2020-02-29,1663,"254,82",28,,35,
1072BB,2020-03-01,2020-03-31,1776,"271,57",30,,35,
1072BB,2020-04-01,2020-04-30,1730,"263,86",29,,35,
1072BB,2020-05-01,2020-05-31,1791,"272,79",30,,35,
1072BB,2020-06-01,2020-06-30,1750,"266,73",29,,35,
1072BB,2020-07-01,2020-07-31,1822,"277,34",30,,35,
1072BB,2020-08-01,2020-08-31,1827,"277,89",30,,35,
1072BB,2020-09-01,2020-09-30,1753,"267,36",29,,35,
1072BB,2020-10-01,2020-10-31,1760,"268,35",30,,35,
1072BB,2020-11-01,2020-11-30,1659,"229,09",29,,35,
2121BB,2018-01-01,2018-12-31,7791,"1 348,96",364,,2,
2121BB,2019-01-01,2019-12-31,5389,"933,64",364,,2,
0488BB,2018-01-01,2018-01-31,2415,"323,50",30,,35,
0488BB,2018-02-01,2018-02-28,2188,"295,06",27,,35,
0488BB,2018-03-01,2018-03-31,2402,"322,07",30,,35,
0488BB,2018-04-01,2018-04-30,2394,"308,96",29,,35,
0488BB,2018-05-01,2018-05-31,2552,"329,51",30,,35,
0488BB,2018-06-01,2018-06-30,2460,"316,04",29,,35,
0488BB,2018-07-01,2018-07-31,2909,"369,65",30,,35,
0488BB,2018-08-01,2018-08-31,3017,"385,01",30,,35,
0488BB,2018-09-01,2018-09-30,3422,"436,55",29,,35,
0488BB,2018-10-01,2018-10-31,3784,"482,63",30,,35,
0488BB,2018-11-01,2018-11-30,3796,"485,39",29,,35,
0488BB,2018-12-01,2018-12-31,3989,"510,31",30,,35,
0488BB,2019-01-01,2019-01-31,4055,"495,89",30,,35,
0488BB,2019-02-01,2019-02-28,3632,"442,83",27,,35,
0488BB,2019-03-01,2019-03-31,3878,"471,50",30,,35,
0488BB,2019-04-01,2019-04-30,3543,"430,52",29,,35,
0488BB,2019-05-01,2019-05-31,3542,"430,11",30,,35,
0488BB,2019-06-01,2019-06-30,2929,"357,87",29,,35,
0488BB,2019-07-01,2019-07-31,2831,"347,86",30,,35,
0488BB,2019-08-01,2019-08-31,2756,"339,97",30,,35,
0488BB,2019-09-01,2019-09-30,2522,"311,05",29,,35,
0488BB,2019-10-01,2019-10-31,2590,"318,76",30,,35,
0488BB,2019-11-01,2019-11-30,2505,"308,77",29,,35,
